id,movie_name,synopsis,genre,prediction,accuracy,evaluation
41946,"Das singende, klingende Bäumchen","A brave prince wants to win the heart of a stubborn princess by finding the singing, ringing tree for her.",fantasy,fantasy,1,
37826,The Enchanting Shadow,"A young scholar spends the night in a creepy temple that is said to be haunted. He doesn't believe in the rumors, but after running into a Taoist swordsman, he meets a beautiful lady ghost.",fantasy,horror,0,
44035,The Fantastic Journey of Margot & Marguerite,"Marguerite and Margot are both 12 years old, each with their family, friends, problems, and era. Because one lives in 1942 and the other in 2020. But then a mysterious magic trunk transports them each to the time of the other",fantasy,fantasy,1,
75720,When Women Lost Their Tails,Two tribes of dimwitted cavemen prepare for war against each other.,scifi,comedy,0,
45137,Sigma Die!,At the end of their college school year five girls decide not to go home but instead rent a house in town and thus the high-jinks then ensue.,horror,comedy,0,
35411,The Thanksgiving Movie,"Join Butterball the turkey and Missy the Dodo as they come to the rescue of Thanksgiving and embark on an unforgettable, clock-racing countdown to a holiday dinner. It's a Thanksgiving Movie for the ages.",family,family,1,
21165,1980,"Based on true stories from the book ""#1 Son and Other Stories"" written by Michael Jason Marcus.",crime,drama,0,
43821,Werewolf Castle,Village boy Thorfinn accompanies a group of Knights on a dangerous quest to end a werewolf invasion.,fantasy,adventure,0,
12972,The Arm of the Law,A reporter and a detective team up to solve the murder of a nightclub singer who had been involved in a divorce scandal.,adventure,crime,0,
37049,The Seventh Seal,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",fantasy,fantasy,1,
70345,Dr. Socrates,A small-town doctor gets roped into helping a notorious bank robber.,romance,crime,0,
82263,Seed,"A woman discovers she's pregnant on a trip to Italy with her fiancé, but becomes suspicious of his and his family's behavior when they find out.",thriller,Mystery.,0,
19804,And Justice for All,"A lawyer is forced to defend a guilty judge, while defending other innocent clients, and trying to find punishment for the guilty and provide justice for the innocent.",crime,crime,1,
78395,Krakatit,"After an accidental explosion in the lab, its inventor slips in and out of dream-like hallucinations, realizing that he had given the formula to one of his colleagues, who he tries to stop before it is too late.",scifi,Thriller,0,
19317,Backfire,"After a botched robbery escalates to homicide, a north Philly gun runner has to escape or outsmart the south Philly Italian mob as they close in for vengeance.",crime,crime,1,
40215,Red Emerald,"Yarina, the Daughter of sect leader Miro, embarks on a dangerous journey in a time of war.",fantasy,adventure,0,
70306,Sembilu,"The love story between a famous rock singer, Awie, and her lover Wati who is prevented by Wati's brother, Azman and Ziana who fall in love with Awie try to make difference with them.",romance,romance,1,
15954,Bleach,A Japanese teenager with the ability to see ghosts gains a soul reaper's powers and begins his duties as a substitute soul reaper.,adventure,Fantasy,0,
3409,Spiritwalker,A fantasy action film that revolves around a man who loses his memory and subsequently wakes up in a new body every twelve hours.,action,Fantasy,0,
44356,Batshit,A man goes to the drugstore to get his prescription filled and unknowingly has it replaced with a massive psychedelic hallucinogenic.,fantasy,comedy,0,
7352,Crows Explode,A new transfer student comes once again to a high school where violent fights among students is a way of life.,action,action,1,
15425,Space Raiders,"A futuristic, sensitive tale of adventure and confrontation when a 10 year old boy is accidentally kidnapped by a spaceship filled with a motley crew of space pirates.",adventure,scifi,0,
46212,RiffTrax Live: Birdemic - Shock and Terror,The Rifftrax guys riff the shockingly bad movie Birdemic: Shock and Terror,horror,comedy,0,
18713,High Way,"Sreedhar Prasad, a RAW officer, disguises himself to investigate a bomb blast that killed 30 college students. Soon, he befriends a police officer and uncovers disturbing details.",crime,crime,1,
58916,Aanakkallan,A Police Officer seeks a conman's help to solve a murder conspiracy.,mystery,crime,0,
49582,Sennentuntschi: Curse of the Alps,"Three lonely herdsmen starved of female companionship creates the girl of their dreams, from a broom, some straw and a few rags. The creation - Sennentuntschi, lives and breathe to cook, clean and look after the three.",horror,Horror.,0,
57497,Saw 3D,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",mystery,horror,0,
24480,Foolproof,"Kevin, Sam and Rob are founding members of a theoretical group which pulls off heists. Leo, a gangster, blackmails them into pulling off a real multi-million dollar heist. Now it's up to them to get out alive.",crime,crime,1,
25817,The Cost of Deception,"When a young, ambitious market researcher finds out her boss is involved in the leaking of a scandalous Prime Minister speech, she decides to investigate the case to gain a position among the big-shots. Based on actual events.",crime,crime,1,
64176,Syncopation,This is RKO's first sound musical. It centers on a pair of vaudevillians who are quite close on and off the stage until a dashing millionaire comes around and begins wooing the female partner.,romance,romance,1,
32961,Wonder Dogs,"When the universe's highest-flying dogs warp into outer space, Skyfetcher and Spaceslobber get a call from canine headquarters. An unknown force is attacking unsuspecting planets, and it's up to them to root out the source of the trouble.",family,scifi,0,
78098,The Knights of Future Salvation,A pressure point in time has caused a clash of a woven universe. Making it a battle like no other in an effort to reset the time line once and for all.,scifi,scifi,1,
71426,Alvin Purple,Waterbed salesman Alvin consults a psychiatrist about his irresistibilty to women.,romance,comedy,0,
9282,Kaena: The Prophecy,"On the distant planet Axis, Kaena, a rebellious, high-spirited teenage girl, will defy the High Priest and her people's ancestral beliefs to take a perilous journey and discover what dark secrets lie beyond the clouds.",adventure,fantasy,0,
68759,Kukhnya v Parizhe,"The restaurant team comes to grief and is forced to relocate to Paris, where Chef and Max face dangerous rivals. The team must feed the Presidents and overcome obstacles million à la française .",romance,adventure,0,
471,Double Edge,Two veteran mercenaries are pitted against each other in a Thai jungle only to join forces and eliminate the king pin that hired them to kill each other.,action,action,1,
57862,The Private Eye,"The life of private eye, Mort Madison, is spiraling downward, when a beguiling, slightly familiar woman hires him for his most unusual case.",mystery,mystery,1,
48896,Sandino,"It tells of a twin, separated at birth, one a mysterious young man named Sandino (played by Danilo Montes) who would transform into a monstrous hairy creature resembling a wolf man.",horror,Horror.,0,
11613,Zatoichi and the Chess Expert,"A samurai with a high skill in chess makes friends with Zatoichi, who finds that things become peculiar in his presence.",adventure,mystery,0,
29461,Ang mahiwagang lampara,A glorious excursion in the realms of fantasy - magic - romance - laughter.,family,fantasy,0,
40578,Beyond Blue: An Unnerving Tale of a Demented Mind,A man obsessed with his mother's homemade food and controlled by his inner demons. What he feels; thinks and what his actions lead him is 'BEYOND BLUE',fantasy,psychological,0,
74556,The Washing Machine,"The fictional story of an advanced washing machine that's also a time-traveling machine. However, what it truly offers is conflicts and ironies upon its users.",scifi,scifi,1,
